"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"15/11/2019 17:03:36";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"A veces";"Nunca";"A veces";"Nunca";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"2";"2";"6";"2";"2";"2";"2";"2";"2";34;"Mujer";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"15/11/2019 17:03:47";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"6";"7. Alta prioridad";"7. Alta prioridad";"6";"4";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"De acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"4";"5";"1. Nada de confianza";"4";"5";"6";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"1. Nada de confianza";"2";"1. Nada de confianza";"6";"6";"1. Nada de confianza";"4";"4";28;"Hombre";"Universitaria completa";"Iquique";"Estudiante";"Entre $250.000 y $499.999"
"15/11/2019 17:03:47";"De acuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"A veces";"A veces";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"3";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"En desacuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"4";"4";"6";"3";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"3";"2";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"Nunca";"2";"2";"4";"3";"3";"3";"3";"4";"5";37;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a independiente";"Entre $1.000.000 y $1.249.999"
"15/11/2019 17:05:03";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Frecuentemente";"A veces";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"2";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"5";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"1. Nada de confianza";"1. Nada de confianza";"3";"4";"3";"1. Nada de confianza";"Nunca";"Frecuentemente";"Nunca";"Frecuentemente";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"6";"4";"7. Mucha confianza";"3";"3";"3";"3";"3";"3";54;"Hombre";"Enseñanza media completa";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"15/11/2019 17:06:59";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"3";"7. Mucha confianza";"1. Nada de confianza";"5";"6";"7. Mucha confianza";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Siempre";"Frecuentemente";"Siempre";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"1. Nada de confianza";"1. Nada de confianza";"3";"6";"7. Mucha confianza";"7. Mucha confianza";"4";"1. Nada de confianza";"1. Nada de confianza";33;"Hombre";"Universitaria completa";"Alto Hospicio";"Cesante ";"menos de $249.999"
"15/11/2019 17:07:29";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"4";"6";"6";"5";"7. Alta prioridad";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"6";"6";"5";"5";"5";"5";"6";"5";"6";"5";"5";"4";"5";"4";"5";"5";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"6";"6";"6";"4";"3";"4";"4";"4";"4";36;"Mujer";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"15/11/2019 17:07:44";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"Nunca";"A veces";"Nunca";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"A veces";"Nunca";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"A veces";"Nunca";"A veces";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"1. Nada de confianza";"4";"3";"3";"3";36;"Mujer";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $1.250.000 y $1.499.999"
"15/11/2019 17:08:02";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"A veces";"Nunca";"6";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"2";"3";"3";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Cuenta individual";"6";"6";"4";"4";"7. Mucha confianza";"6";"6";"7. Mucha confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"1. Nada de confianza";"3";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"2";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"2";56;"Mujer";"Educación Técnica completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"15/11/2019 17:09:10";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"A veces";"A veces";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"No es necesario modificar el sistema de pensiones";"7. Mucha confianza";"4";"4";"4";"4";"4";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"A veces";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"6";"4";"4";"4";"4";"6";"4";"4";"6";42;"Hombre";"Postgrado";"Iquique";"Trabajador/a independiente";"Entre $1.000.000 y $1.249.999"
"15/11/2019 17:10:24";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"A veces";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"6";"1. Nada de confianza";"6";"7. Mucha confianza";"7. Mucha confianza";"Siempre";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Siempre";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"A veces";"Siempre";"1. Nada de confianza";"1. Nada de confianza";"4";"2";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";34;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"15/11/2019 17:11:09";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Nunca";"A veces";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"2";"4";"4";"A veces";"A veces";"A veces";"A veces";"A veces";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"3";"7. Mucha confianza";"7. Mucha confianza";"5";"5";"5";"4";"4";20;"Hombre";"Educación Técnica completa";"Alto Hospicio";"Ciudadano común ";"Entre $500.000 y $749.999"
"15/11/2019 17:11:45";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Frecuentemente";"A veces";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"3";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"3";"4";"4";"6";"6";"6";"4";"6";23;"Mujer";"Universitaria incompleta";"Alto Hospicio";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"15/11/2019 17:14:39";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"1. Nada de confianza";"2";"1. Nada de confianza";"2";"1. Nada de confianza";"3";"1. Nada de confianza";"5";"6";"5";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"1. Nada de confianza";"2";"2";"4";"6";"3";"1. Nada de confianza";"3";"4";27;"Mujer";"Universitaria incompleta";"Alto Hospicio";"Trabajador/a independiente";"Entre $500.000 y $749.999"
"15/11/2019 17:15:30";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Siempre";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"1. Nada de confianza";"5";"1. Nada de confianza";"2";"2";"4";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"Siempre";"A veces";"A veces";"Siempre";"Siempre";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";20;"Hombre";"Universitaria incompleta";"Alto Hospicio";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"15/11/2019 17:17:19";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Frecuentemente";"Siempre";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Sistema mixto";"6";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";42;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"15/11/2019 17:17:41";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Nunca";"Nunca";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"5";"7. Alta prioridad";"6";"6";"5";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"5";"1. Nada de confianza";"2";"2";"2";"6";"4";"4";"4";"4";"Nunca";"Nunca";"Frecuentemente";"A veces";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"A veces";"A veces";"A veces";"4";"4";"6";"5";"6";"6";"6";"5";"7. Mucha confianza";30;"Mujer";"Universitaria incompleta";"Alto Hospicio";"Estudiante";"Entre $250.000 y $499.999"
"15/11/2019 17:18:43";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"Frecuentemente";"Siempre";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"4";"6";"6";"7. Alta prioridad";"5";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"5";"2";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"A veces";"A veces";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"1. Nada de confianza";"6";"5";"2";"2";35;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"15/11/2019 17:18:54";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"A veces";"Frecuentemente";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"5";"5";"5";"5";"5";"5";"6";"1. Nada de confianza";"7. Mucha confianza";"6";"1. Nada de confianza";"1. Nada de confianza";"3";"4";"5";"5";"Siempre";"Siempre";"A veces";"Siempre";"A veces";"Siempre";"Siempre";"Nunca";"Siempre";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"6";"6";"6";"5";"5";"5";"5";"5";"6";30;"Hombre";"Universitaria completa";"Alto Hospicio";"Trabajador/a independiente";"Entre $1.250.000 y $1.499.999"
